,MWE,Previous,Target,Next
321,hit the nail on the head,In the Rue Honoré the coachman struck his cocked hat against a burlesque effigy of Marat swinging from the cord of a street lantern.,"The fellow, heartened by the incident, turned round to his fares and told them how, only last night, the tripe-seller in the Rue Montorgueil had smeared blood over Marat's head, declaring: ""That's the stuff he liked,"" and how some little scamps of ten had thrown the bust into the sewer, and how the spectators had hit the nail on the head, shouting: ""That's the Panthéon for him!""","Meanwhile, from every eating-house and restaurateur's voices could be heard singing:"
322,at the crossroads,"What's your way?""","""You take and split the bean, and cut the wart so as to get some blood, and then you put the blood on one piece of the bean and take and dig a hole and bury it 'bout midnight at the crossroads in the dark of the moon, and then you burn up the rest of the bean.","You see that piece that's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes."""
323,at the crossroads,"What's your way?""","""You take and split the bean, and cut the wart so as to get some blood, and then you put the blood on one piece of the bean and take and dig a hole and bury it 'bout midnight at the crossroads in the dark of the moon, and then you burn up the rest of the bean.","You see that piece that's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes."""
324,at the crossroads,"Strings of pedestrians, most of them so weary and dust-covered that it was evident that they had walked the thirty miles from London during the night, were plodding along by the sides of the road or trailing over the long mottled slopes of the moorland.","A horseman, fantastically dressed in green and splendidly mounted, was waiting at the crossroads, and as he spurred towards us I recognised the dark, handsome face and bold black eyes of Mendoza.","""I am waiting here to give the office, Sir Charles,"" said he."
325,go to town,"""We must go,"" said Sir John.--""It shall not be put off when we are so near it.","You cannot go to town till tomorrow, Brandon, that is all.""","""I wish it could be so easily settled."
326,go to town,Colonel Brandon's horses were announced.,"""You do not go to town on horseback, do you?""",added Sir John.
327,go to town,They were obliged to put an end to such an expectation.,"""Not go to town!""","cried Mrs. Palmer, with a laugh, ""I shall be quite disappointed if you do not."
328,go to town,They thanked her; but were obliged to resist all her entreaties.,"""Oh, my love,"" cried Mrs. Palmer to her husband, who just then entered the room--""you must help me to persuade the Miss Dashwoods to go to town this winter.""","Her love made no answer; and after slightly bowing to the ladies, began complaining of the weather."
329,go to town,"I have a little plan of alteration for your bedrooms too, which may now be performed without any inconvenience to any one.",It is very right that you SHOULD go to town; I would have every young woman of your condition in life acquainted with the manners and amusements of London.,"You will be under the care of a motherly good sort of woman, of whose kindness to you I can have no doubt."
330,go to town,"She had dressed with more than usual care, and prepared in the highest spirits for the conquest of all that remained unsubdued of his heart, trusting that it was not more than might be won in the course of the evening.","But in an instant arose the dreadful suspicion of his being purposely omitted for Mr. Darcy's pleasure in the Bingleys' invitation to the officers; and though this was not exactly the case, the absolute fact of his absence was pronounced by his friend Denny, to whom Lydia eagerly applied, and who told them that Wickham had been obliged to go to town on business the day before, and was not yet returned; adding, with a significant smile, ""I do not imagine his business would have called him away just now, if he had not wanted to avoid a certain gentleman here.""","This part of his intelligence, though unheard by Lydia, was caught by Elizabeth, and, as it assured her that Darcy was not less answerable for Wickham's absence than if her first surmise had been just, every feeling of displeasure against the former was so sharpened by immediate disappointment, that she could hardly reply with tolerable civility to the polite inquiries which he directly afterwards approached to make."
